GT Program,Type,Benchmark Info,Semantics,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,Input Space Size,Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Rounds,Time Per Round
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",Edit,festival,CCE,SmartLabelNoUB,TIMEOUT,4.319475875003260,600.0088804159310,299,7,338,1521,13.528524590163900,1.1565137130801700,4,"[174.58704895782284, 131.1573663749732, 121.93860766710714, 132.07973704091273]"
"Union[IsObject(Guitar), Map(IsObject(Guitar), IsObject(Face), GetAbove)]",Search,festival,CCE,SmartLabelNoUB,TRUE,2.3025100419763500,345.5785352499220,160,18,338,1519,13.528524590163900,1.1565137130801700,6,"[148.257284874795, 87.96029020799324, 42.14362533390522, 40.013486499898136, 14.45085204183124, 11.538070792099461]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Guitar), IsObject(Face), GetAbove))]",Edit,festival,CCE,SmartLabelNoUB,TRUE,4.212387250037860,153.15624483302200,3615,1,338,1524,13.528524590163900,1.1565137130801700,1,[152.94972683303058]
"Map(Union[IsObject(Glasses), Smile, EyesOpen], IsObject(Person), GetBelow)",Edit,wedding,CCE,SelectRandom,FAIL,3.7615370841231200,2.10089408303611,248,4,336,1328,9.659511472982980,1.1332020997375300,23,"[0.2747671250253916, 0.19827895797789097, 0.1724607921205461, 0.15284708398394287, 0.14489054190926254, 0.14456374989822507, 0.1765709170140326, 0.13570774998515844, 0.1809741670731455, 0.14829825004562736, 0.040997874923050404, 0.04229754116386175, 0.04043233394622803, 0.024743540911003947, 0.023752582957968116, 0.02141700009815395, 0.02226012502796948, 0.0245302920229733, 0.025346749927848577, 0.03112820885144174, 0.024028792046010494, 0.02416816703043878, 0.02558479201979935]"
"Union[Map(IsObject(Bride), IsObject(Face), GetRight), Map(IsObject(Bride), IsObject(Face), GetLeft)]",Edit,wedding,CCE,SelectRandom,TRUE,3.7817704589106100,1.908477834193040,5245,1,336,1342,9.659511472982980,1.1332020997375300,9,"[1.7706586250569671, 0.006545832846313715, 0.004031917080283165, 0.003035458968952298, 0.0020119580440223217, 0.001581916119903326, 0.0012398329563438892, 0.0015224169474095106, 0.0009681670926511288]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetAbove)]",Search,wedding,CCE,SelectRandom,TRUE,2.6458971248939600,1.2182277080137300,3148,1,336,1306,9.659511472982980,1.1332020997375300,45,"[0.9547103750519454, 0.005266082938760519, 0.003247292013838887, 0.0032249579671770334, 0.003078624838963151, 0.003163333050906658, 0.003185250097885728, 0.00403704191558063, 0.003846833948045969, 0.0032802498899400234, 0.0031585830729454756, 0.0038778751622885466, 0.0032861249055713415, 0.003232375020161271, 0.003127999836578965, 0.003178125014528632, 0.0031697500962764025, 0.003736790968105197, 0.0037860830780118704, 0.004317332990467548, 0.003188083181157708, 0.0032559579703956842, 0.0034532910212874413, 0.0035373750142753124, 0.0038722080644220114, 0.00393716711550951, 0.003840832971036434, 0.0038995000068098307, 0.004221499897539616, 0.010373583994805813, 0.0036725420504808426, 0.003523249877616763, 0.00450549996457994, 0.0038736669812351465, 0.004000541986897588, 0.003931374987587333, 0.003988916985690594, 0.0038720828015357256, 0.003987250151112676, 0.004313624929636717, 0.0042149999644607306, 0.00414283387362957, 0.0041892919689416885, 0.004238249966874719, 0.005726916017010808]"
"Map(IsObject(Face), IsObject(Face), GetAbove)",Edit,wedding,CCE,SelectRandom,TIMEOUT,2.8649872499518100,600.0042910829650,196,7,336,519,9.659511472982980,1.1332020997375300,831,"[0.12730625015683472, 0.1691107500810176, 0.10692187491804361, 0.10333516611717641, 0.09970137500204146, 0.09787766705267131, 0.09849395789206028, 0.11576120904646814, 0.11315991589799523, 0.11207016697153449, 0.11383779207244515, 0.12981154094450176, 0.1381640830077231, 0.12232537497766316, 0.12184579111635685, 0.12188758398406208, 0.12214454100467265, 0.1306617499794811, 0.1383858749177307, 0.15569008304737508, 0.15472841612063348, 0.19199787499383092, 0.19557258300483227, 0.17022708291187882, 0.1676583329681307, 0.21150770806707442, 0.16870804084464908, 0.16928287502378225, 0.1867134168278426, 0.19328070804476738, 0.19426070805639029, 0.19766716682352126, 0.20787449995987117, 0.20592079195193946, 0.24965275009162724, 0.23095562495291233, 0.20373449986800551, 0.204616375034675, 0.20446333289146423, 0.22060054098255932, 0.21779062482528389, 0.21768866595812142, 0.21874587517231703, 0.2211624172050506, 0.2307327501475811, 0.12129337503574789, 0.12020795792341232, 0.11797829112038016, 0.12156433309428394, 0.12452091695740819, 0.12555987504310906, 0.12416916713118553, 0.12171987490728498, 0.12452579196542501, 0.12847670819610357, 0.13098112493753433, 0.1290817919652909, 0.1261120419949293, 0.12497441587038338, 0.12422854197211564, 0.12328508286736906, 0.13030616706237197, 0.13610233296640217, 0.1375887501053512, 0.1324555000755936, 0.13095954107120633, 0.13169608381576836, 0.13650545803830028, 0.1390202499460429, 0.1328959169331938, 0.13799083302728832, 0.14474816620349884, 0.14304662495851517, 0.14429558301344514, 0.14378745784051716, 0.1572795829270035, 0.1463069999590516, 0.14176649996079504, 0.142050415975973, 0.14322895905934274, 0.14541654102504253, 0.14393200003542006, 0.14361554197967052, 0.14262462500482798, 0.1569723340217024, 0.1652705001179129, 0.1511598329525441, 0.1546352501027286, 0.1533894168678671, 0.15204362501390278, 0.15926375007256866, 0.1639549587853253, 0.16665245802141726, 0.16541279200464487, 0.1621050420217216, 0.1738617920782417, 0.1801698748022318, 0.17856979207135737, 0.17713558301329613, 0.1851998339407146, 0.18993362481705844, 0.19083737512119114, 0.19330587494187057, 0.1946113749872893, 0.1959950418677181, 0.19744500005617738, 0.1949387090280652, 0.19592412491329014, 0.20482041710056365, 0.2002182500436902, 0.20533020794391632, 0.2067501249257475, 0.208630041917786, 0.20386958308517933, 0.2025409999769181, 0.2012727498076856, 0.2241477919742465, 0.21313295816071332, 0.2405371661297977, 0.2503685001283884, 0.21654820814728737, 0.21160466712899506, 0.21760287485085428, 0.22034954209811985, 0.21970445779152215, 0.22041508299298584, 0.25186516693793237, 0.2497882079333067, 0.2604523750487715, 0.2699225000105798, 0.2609306250233203, 0.27356437500566244, 0.2708148749079555, 0.2648641250561923, 0.268587457947433, 0.26827070908620954, 0.27233004104346037, 0.27278533298522234, 0.27983045810833573, 0.2809871658682823, 0.281943165929988, 0.2900645409245044, 0.28655049996450543, 0.28748450009152293, 0.287132625002414, 0.2867819161619991, 0.2983039158862084, 0.30854029208421707, 0.2966922498308122, 0.3722282920498401, 0.31474850000813603, 0.3153054160065949, 0.364496166119352, 0.31473620794713497, 0.3228880420792848, 0.3175915000028908, 0.3180171251296997, 0.31550508295185864, 0.3664346248842776, 0.3738796249963343, 0.3300827080383897, 0.3318470420781523, 0.3289504579734057, 0.3363242079503834, 0.3352436670102179, 0.3330639158375561, 0.32054187497124076, 0.3215735419653356, 0.3217841249424964, 0.3163144579157233, 0.34617520892061293, 0.3248783750459552, 0.3235444580204785, 0.32533333310857415, 0.3275695410557091, 0.3279735839460045, 0.3607198749668896, 0.3414224998559803, 0.3533778330311179, 0.36019666609354317, 0.34890716685913503, 0.34541045781224966, 0.34312458289787173, 0.34235029201954603, 0.36230799998156726, 0.3651955840177834, 0.36468195798806846, 0.3665784168988466, 0.35207887506112456, 0.35177041683346033, 0.35767916589975357, 0.35030916705727577, 0.36193779204040766, 0.3771718330681324, 0.36566654103808105, 0.4080535829998553, 0.36276716692373157, 0.38718920899555087, 0.40158704202622175, 0.6480774581432343, 0.6282948749139905, 0.5030451670754701, 0.40113679110072553, 0.3735440419986844, 0.36933166696690023, 0.3785822498612106, 0.3779005000833422, 0.37870779098011553, 0.3830897081643343, 0.3828735409770161, 0.38667458295822144, 0.387951583834365, 0.3907957919873297, 0.3903869998175651, 0.39539525005966425, 0.3973909579217434, 0.3954674999695271, 0.40431375009939075, 0.4046137498226017, 0.4039975421037525, 0.40638983296230435, 0.4053852919023484, 0.4295313749462366, 0.4209944170434028, 0.41357191698625684, 0.41264745802618563, 0.4163598329760134, 0.41346516693010926, 0.41969512519426644, 0.42914045904763043, 0.4241066661197692, 0.45724629214964807, 0.4283218749333173, 0.4344500829465687, 0.43552749999798834, 0.4286569159012288, 0.431789374910295, 0.4318617908284068, 0.4495844170451164, 0.43832520907744765, 0.4424416658002883, 0.43922858289442956, 0.43656233395449817, 0.4423086659517139, 0.4393112089019269, 0.43911316711455584, 0.43975875014439225, 0.43883758410811424, 0.4427635830361396, 0.4523424580693245, 0.4539449580479413, 0.4537367089651525, 0.4499997498933226, 0.4507924998179078, 0.449713374953717, 0.449403417063877, 0.4515092079527676, 0.4517662499565631, 0.4651965410448611, 0.4587633330374956, 0.45983016677200794, 0.4654143329244107, 0.4717171669472009, 0.46497295796871185, 0.46639020787552, 0.4788652500137687, 0.468353166943416, 0.5163538330234587, 0.5890536659862846, 3.5593610832002014, 0.4911599999759346, 0.5286484169773757, 0.49219883303157985, 0.49401037488132715, 0.4933267910964787, 0.5228077920619398, 0.49014062504284084, 0.49437708291225135, 0.6710028748493642, 0.5220561670139432, 0.5110699168872088, 0.518001832999289, 0.5072999999392778, 0.5281691669952124, 0.5146348329726607, 0.5301547078415751, 0.5330410830210894, 0.5803161661606282, 0.5376711669377983, 0.51885895896703, 0.520158417057246, 0.5127809999976307, 0.5252775000408292, 0.5233242500107735, 0.5245358750689775, 0.5243925419636071, 0.5211268751882017, 0.5195081250276417, 0.6647438330110162, 0.5266270828433335, 0.5213893749751151, 0.5262517910450697, 0.528273249976337, 0.5371069589164108, 0.5351277079898864, 0.5288680840749294, 0.5459112499374896, 0.5418120420072228, 0.5494499169290066, 0.5505185001529753, 0.7168100001290441, 0.5911802079062909, 0.5404197499155998, 0.5372652502264827, 0.5428304998204112, 0.5957005000673234, 0.6149301249533892, 0.6292372080497444, 0.5860410418827087, 0.5553753329440951, 0.6475640828721225, 0.5484432908706367, 0.5611126669682562, 0.5766999581828713, 0.572873166995123, 0.5747232499998063, 0.6115382080897689, 0.5880031248088926, 0.628822207916528, 0.5961639578454196, 0.6305689578875899, 0.5987127919215709, 0.5682940420228988, 0.5629651669878513, 0.5618042079731822, 0.5867210829164833, 0.5775133750867099, 0.5709014169406146, 0.6626875840593129, 0.6564736668951809, 0.6618505839724094, 0.6497246669605374, 0.8617986671160907, 0.6841316670179367, 0.6361102079972625, 0.6023848329205066, 0.5846810000948608, 0.5790369589813054, 0.5819839998148382, 0.5809219998773187, 0.5823661668691784, 0.5899532919283956, 0.599382207961753, 0.5906166250351816, 0.6012514580506831, 0.5979640420991927, 0.6022790421266109, 0.5935316251125187, 0.6271731669548899, 0.6138628330081701, 0.6954867499880493, 0.8585780828725547, 0.6722760000266135, 0.6388173750601709, 0.6607800829224288, 0.6193857500329614, 0.6217862078920007, 0.6391953330021352, 0.6307785839308053, 0.6170127079822123, 0.763858332997188, 0.6288172921631485, 0.6961795419920236, 0.6702600000426173, 0.6794221249874681, 0.6385057910811156, 0.6290058330632746, 0.6342393329832703, 0.6391286668367684, 0.6367651671171188, 0.6334062500391155, 0.6657629997935146, 0.6500312499701977, 0.6489751669578254, 0.717360750073567, 0.7563678328879178, 0.6818565418943763, 0.6892159171402454, 0.6937572499737144, 0.6881036250852048, 0.6861962918192148, 0.673865667078644, 0.6668040421791375, 0.6501105418428779, 0.6637617091182619, 0.6782257920131087, 0.661907457979396, 0.6719242921099067, 0.7373319580219686, 0.6910719578154385, 0.7014915840700269, 0.6824755419511348, 0.8212933749891818, 0.7067721250932664, 0.6929808750282973, 0.7034720829688013, 0.8212698330171406, 0.7327703749760985, 0.9672258750069886, 0.7871053330600262, 0.7095627498347312, 0.7014452500734478, 0.7161168749444187, 0.7130001250188798, 0.7115044998936355, 0.6992553328163922, 0.7751512918621302, 0.7511912500485778, 0.7342202919535339, 0.7273980840109289, 0.7391347081866115, 0.7269417920615524, 0.7327748329844326, 0.745275084162131, 0.7249102499336004, 0.7382670000661165, 0.728466167114675, 0.7390130001585931, 0.7519828751683235, 0.73838383378461, 0.7558021661825478, 0.866787875071168, 0.7443305409979075, 0.7479324580635875, 0.7524489581119269, 0.7493483750149608, 0.7473745411261916, 0.8357655829750001, 0.8003492918796837, 0.7994586660061032, 0.7919609998352826, 0.7719999579712749, 0.9249015839304775, 1.1484467920381576, 0.8355731670744717, 0.7965407501906157, 0.7449458751361817, 0.7426165831275284, 0.7493494160007685, 0.7508633339311928, 0.7525765411555767, 0.7523542500566691, 0.7512763328850269, 0.7576240000780672, 0.7605865420773625, 0.7715720001142472, 0.7610271249432117, 0.7667842090595514, 0.7757612918503582, 0.8398702919948846, 0.7717251668218523, 0.7638431249652058, 0.7637552090454847, 0.7688645417802036, 0.8094028329942375, 0.7742906250059605, 0.7733288749586791, 0.7909072921611369, 0.7774884579703212, 0.8009443748742342, 0.8953854171559215, 0.7906566250603646, 1.004885541042313, 1.2509237499907613, 1.234541374957189, 1.2479982499498874, 1.156443583080545, 1.167919958010316, 0.8828406659886241, 0.8006357080303133, 0.7944766669534147, 0.7944735831115395, 0.8255445410031825, 0.8124299580231309, 0.7987035410478711, 0.7986589998472482, 0.801622916944325, 0.8035361249931157, 0.7995924588758498, 0.8041794581804425, 0.8058795828837901, 0.8077198748942465, 0.8055551249999553, 0.8806303751189262, 0.8487822080496699, 0.8483316658530384, 0.8197988751344383, 0.8944371670950204, 0.8849329159129411, 0.8500835839658976, 0.8485738749150187, 0.8316270411014557, 0.8753216669429094, 0.8660747909452766, 0.8732657500077039, 0.8980329160112888, 0.8565039169043303, 0.8304196251556277, 0.8723375829868019, 0.8698827079497278, 0.8295386249665171, 0.8375284997746348, 0.8486109999939799, 0.9161657500080764, 0.8641202501021326, 0.870433249976486, 0.902391041861847, 0.8622916250023991, 0.8894179589115083, 0.9811133749317378, 0.8963348341640085, 0.8931208329740912, 0.846127999946475, 0.8492437079548836, 0.8531954998616129, 0.8688896249514073, 0.8564586250577122, 0.8727616670075804, 0.8798336249310523, 0.8702239580452442, 0.8832247918471694, 0.8925741671118885, 0.8893093329388648, 0.9053006670437753, 0.9009730408433825, 0.8781140418723226, 0.9078823339659721, 0.8778201250825077, 0.9245626248884946, 0.9162037498317659, 0.89802704192698, 0.9121726248413324, 0.8776519999373704, 0.9111290420405567, 0.8968885829672217, 0.8766079999040812, 0.8825232910457999, 0.8755127498880029, 0.8843315001577139, 0.9263700831215829, 0.8947312079835683, 0.9223734168335795, 0.8908390828873962, 0.8865396659821272, 0.8904072500299662, 0.9221744160167873, 0.8882594578899443, 0.8916555838659406, 0.9130999168846756, 0.9013739998918027, 0.8983855000697076, 0.8962741671130061, 0.899528541136533, 0.9028011250775307, 0.8985650420654565, 0.899064915953204, 0.8988574999384582, 0.8988626250065863, 0.9019990831147879, 0.9011639999225736, 0.9040055000223219, 0.9062731659505516, 0.9098461659159511, 0.9098229580558836, 0.9090290409512818, 0.912748834118247, 0.9125717498827726, 0.9145198331680149, 0.914286500075832, 0.9144800829235464, 0.9168420420028269, 0.9239674578420818, 0.9374010420870036, 0.9540798750240356, 0.9474075001198798, 0.9357892079278827, 0.9287569581065327, 0.9281986251007766, 0.9296810831874609, 0.9269739170558751, 0.9312816660385579, 0.9299579579383135, 0.9424877499695867, 0.9394470830447972, 0.9327130410820246, 0.9352745830547065, 0.9721820000559092, 0.9403758749831468, 0.941480458015576, 0.9455342090222985, 0.9480217499658465, 0.9519564998336136, 0.9513518339954317, 0.9545669588260353, 0.9596054998692125, 0.9590167910791934, 0.9587205839343369, 0.958949624793604, 0.9609748339280486, 0.9623943748883903, 0.9644547919742763, 0.9636866671498865, 0.9836216249968857, 0.9817854999564588, 0.9985662910621613, 0.9844955001026392, 1.0044000409543514, 0.9817579579539597, 0.982896541012451, 0.9925909580197185, 0.9908912919927388, 0.9907784580718726, 0.9912942918017507, 1.003048624843359, 0.9922942079138011, 0.9911959581077099, 0.9955556250642985, 0.9950222501065582, 0.9954446670599282, 0.995916459010914, 0.9947235421277583, 0.9993127079214901, 1.0028245828580111, 1.0050554580520838, 1.006964209023863, 1.034068041946739, 1.0145695409737527, 1.0136432079598308, 1.0145877909380943, 1.0222454159520566, 1.0213447918649763, 1.0687446671072394, 1.0228648749180138, 1.0283498750068247, 1.047190833138302, 1.0302336669992656, 1.0289164171554148, 1.0284374579787254, 1.0296262081246823, 1.0250274159479886, 1.036663708044216, 1.0301311661023647, 1.1612716251984239, 1.0489977078977972, 1.0481403328012675, 1.0715434160083532, 1.038570542121306, 1.038522417191416, 1.0410318749491125, 1.0440709590911865, 1.044970499817282, 1.054771333001554, 1.0449206251651049, 1.0449373328592628, 1.0473950828891248, 1.0474920000415295, 1.0550152910873294, 1.0566677909810096, 1.0546932921279222, 1.0530645409598947, 1.0535938329994678, 1.0543716251850128, 1.0593929160386324, 1.0912705829832703, 1.0747329171281308, 1.0609023747965693, 1.0652364168781787, 1.064092791872099, 1.0589889590628445, 1.0633035409264266, 1.069393833167851, 1.071086750132963, 1.069766583153978, 1.069599207956344, 1.0678786670323461, 1.0715932080056518, 1.0810629159677774, 1.1483852909877896, 1.1039337089750916, 1.0746618339326233, 1.085446417098865, 1.0760161669459194, 1.0961034160573035, 1.081126291071996, 1.3803921670187265, 1.1147142089903355, 1.0922368338797241, 1.085655832896009, 1.0850134999491274, 1.0934587090741843, 1.1052292080130428, 1.135340582812205, 1.53935854206793, 1.3727397080510855, 1.1009685839526355, 1.0944862498436123, 1.165276916930452, 1.1888693328946829, 1.1639566661324352, 1.3631825840566307, 1.1104078751523048, 1.1018566249404103, 1.104943832848221, 1.1069050829391927, 1.14922033296898, 1.1070171669125557, 1.1306505841203034, 1.1625313330441713, 1.1819307499099523, 1.1526999168563634, 1.1613741661421955, 1.1786885410547256, 1.1594840830657631, 1.1440245830453932, 1.135378333972767, 1.1514242079574615, 1.2396656249184161, 1.314892667112872, 1.1897110000718385, 1.165387290995568, 1.171246875077486, 1.2645486670080572, 1.1932171671651304, 1.1644520838744938, 1.1440226659178734, 1.1462659589014947, 1.1638780001085252, 1.160022540949285, 1.2393105830997229, 1.2356495000422, 1.2268612920306623, 1.3068827500101179, 1.2213209581095725, 1.2262917920015752, 1.2647817500401288, 1.2287535001523793, 1.2701881669927388, 1.4477568750735372, 1.2218829591292888, 1.2553748751524836, 1.2901974578853697, 1.2434205000754446, 1.2562326660845429, 1.2695623331237584, 1.2473197081126273, 1.2230320000089705, 1.2423132499679923, 1.229009582893923, 1.2231747501064092, 1.302594583015889, 1.5208591248374432, 1.2707552909851074, 1.2642679170239717, 1.2357796670403332, 1.2302457089535892, 1.2296274171676487, 1.4801083749625832, 1.4893298340030015, 1.4307288331910968, 1.2737069588620216, 1.309084832901135, 1.2671749161090702, 1.261432666098699, 1.7125504999421537, 1.5419757498893887, 1.2782785000745207, 1.4390568339731544, 1.3969779999461025, 1.443901208927855, 1.4644152079708874, 1.3344192919321358, 1.3360803748946637, 1.2950448330957443, 1.287910541985184, 1.2786839168984443, 1.4837561249732971, 1.5785949169658124, 1.3154859999194741, 1.3513474171049893, 1.2735525409225374, 1.28016662504524, 1.2954742079600692, 1.2748204169329256, 1.2879790000151843, 1.2968520829454064, 1.2810535829048604, 1.296167417196557, 1.2956912082154304, 1.2830636252183467, 1.3091315829660743, 1.3037753328680992, 1.3159937921445817, 1.3061526669189334, 1.3248668750748038, 1.3199295420199633, 1.2999767921864986, 1.2988402082119137, 1.3065262918826193, 1.4007538750302047, 1.4915814159903675, 1.3283537081442773, 1.3081057080999017, 1.3321945411153138, 1.315046832896769, 1.5315680410712957, 1.3113250420428813, 1.3104023330379277, 1.3623267079237849, 1.4741826669778675, 1.3434331661555916, 1.3266932091210037, 1.3249900001101196, 1.3276387921068817, 1.3179002080578357, 1.314992707921192, 1.3179009589366615, 1.3277133340016007, 1.3154067078139633, 1.3714408748783171, 1.48406129097566, 1.7010918750893325]"
"Intersection[Complement(Smile), Map(IsObject(Face), IsObject(Face), GetAbove)]",Edit,wedding,CCE,SelectRandom,TRUE,2.887754333904010,0.49423016607761400,28,1,336,1327,9.659511472982980,1.1332020997375300,24,"[0.08116587507538497, 0.008515125140547752, 0.008213750086724758, 0.008227415848523378, 0.00806091702543199, 0.008136624936014414, 0.00814212509430945, 0.008569082943722606, 0.008616584120318294, 0.008504416793584824, 0.008519707946106791, 0.008948666974902153, 0.00956637505441904, 0.009277791948989034, 0.00932258297689259, 0.009340750053524971, 0.009333666879683733, 0.00966237485408783, 0.009946000063791871, 0.010886749951168895, 0.010302292183041573, 0.010487667052075267, 0.011143708135932684, 0.010851415805518627]"
"Intersection[Map(IsObject(Face), IsObject(Face), GetRight), Map(IsObject(Face), IsObject(Face), GetLeft)]",Edit,wedding,CCE,SelectRandom,TRUE,2.7077774577774100,0.2605704579036680,2,1,336,1350,9.659511472982980,1.1332020997375300,1,[0.00529270782135427]
"Intersection[Smile, EyesOpen]",Search ,wedding,CCE,SelectRandom,TRUE,28.203435708070200,161.99142491607900,3450,1,336,1260,9.659511472982980,1.1332020997375300,91,"[1.7950865409802645, 1.1430618329904974, 1.0614071250893176, 0.9270042499992996, 0.91542016598396, 0.8637108751572669, 0.8677304999437183, 1.063813207903877, 1.0521136249881238, 1.0396815419662744, 1.0443964160513133, 1.2181342078838497, 1.3068056250922382, 1.1138595421798527, 1.0971624159719795, 1.1073563750833273, 1.1014450839720666, 1.179909624857828, 1.2605339579749852, 1.493323041126132, 1.3867052500136197, 1.3517389171756804, 1.4687294578179717, 1.471304165897891, 1.568803375121206, 1.5757722079288214, 1.5733584999106824, 1.5663050001021475, 1.7162707501556724, 1.4478301249910146, 1.4986790830735117, 1.4319478748366237, 1.6008250841405243, 1.6140199590008706, 1.5848620829638094, 1.5724629168398678, 1.5945681671146303, 1.6680827089585364, 1.6057926251087338, 2.048217708012089, 1.919335916871205, 1.9933214171323925, 1.8221944998949766, 1.7029237078968436, 1.8448267080821097, 1.8399618328548968, 1.8785501660313457, 1.8581768749281764, 1.7940531668718904, 1.832928708055988, 1.8187824580818415, 1.845756750088185, 1.7862045420333743, 1.89076945791021, 1.9846340420190245, 1.9990169999655336, 1.8794504159595817, 2.0110335829667747, 2.0048529589548707, 2.059988708002493, 1.96551483287476, 2.068268208997324, 2.1258084578439593, 2.1217287499457598, 2.0761636248789728, 2.075020292075351, 2.150471042143181, 2.207936333026737, 2.321615875000134, 2.358230625046417, 2.3856745830271393, 2.267409540945664, 2.3153096670284867, 2.315591207938269, 2.26941499998793, 2.445761833107099, 2.4115351249929518, 2.2294148330111057, 2.4002493331208825, 2.302677375031635, 2.4499608750920743, 2.4964462500065565, 2.258304374990985, 2.1512370000127703, 2.253730457974598, 2.2476427080109715, 2.2486317919101566, 2.2749145419802517, 2.333574625197798, 2.288505082949996, 2.301399457966909]"
"Intersection[IsObject(Face), Complement(Intersection[Smile, EyesOpen])]",Edit,wedding,CCE,SelectRandom,TRUE,3.2386521250009500,0.31833300017751800,327,1,336,1346,9.659511472982980,1.1332020997375300,5,"[0.1380749170202762, 0.0021464999299496412, 0.0015829999465495348, 0.00102320802398026, 0.0007818331941962242]"
"Intersection[Smile, EyesOpen, Complement(MouthOpen)]",Search,wedding,CCE,SelectRandom,TRUE,5.4545456250198200,0.3352683330886070,104,1,336,1339,9.659511472982980,1.1332020997375300,12,"[0.06502537499181926, 0.011865166947245598, 0.009426874807104468, 0.008577374974265695, 0.008264333009719849, 0.007941040908917785, 0.00782624981366098, 0.008253375068306923, 0.0059735828544944525, 0.005877041956409812, 0.004567708820104599, 0.0013724169693887234]"
"Union[Map(IsObject(Bride), IsObject(Face), GetAbove), Map(IsObject(Suit), IsObject(Face), GetAbove)]",Search,wedding,CCE,SelectRandom,TRUE,5.440486875129860,9.791236666962500,4796,1,336,1306,9.659511472982980,1.1332020997375300,45,"[3.8356237919069827, 0.9075608749408275, 0.3678062080871314, 0.3210025830194354, 0.3109439159743488, 0.3040089998394251, 0.33410704089328647, 0.3508781250566244, 0.17484545800834894, 0.16513154096901417, 0.17457987484522164, 0.1716198748908937, 0.17380600003525615, 0.16448012506589293, 0.16255025006830692, 0.16341995797120035, 0.16012858296744525, 0.16940329200588167, 0.18107995809987187, 0.1924793750513345, 0.028464667033404112, 0.028286291984841228, 0.030057291965931654, 0.030053500086069107, 0.04414066602475941, 0.03200816689059138, 0.031226583989337087, 0.0310220830142498, 0.03423733310773969, 0.035995292011648417, 0.03613316593691707, 0.03586333291605115, 0.04000987485051155, 0.03660866688005626, 0.037795583019033074, 0.03576991707086563, 0.03454279201105237, 0.0344287499319762, 0.03443124983459711, 0.03790745814330876, 0.037151334108784795, 0.039957374799996614, 0.03669812506996095, 0.036676458083093166, 0.039363082963973284]"
"Intersection[IsObject(Face), Complement(Smile)]",Edit,wedding,CCE,SelectRandom,TRUE,4.767183333169670,0.7546435000840580,1061,1,336,1348,9.659511472982980,1.1332020997375300,3,"[0.6559492500964552, 0.0019374170806258917, 0.0012540000025182962]"
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",Search,wedding,CCE,SelectRandom,TRUE,6.075638167094440,75.19543854193760,14988,2,336,1260,9.659511472982980,1.1332020997375300,91,"[6.496168042067438, 0.9717708751559258, 0.8795507079921663, 0.782200749963522, 0.7724842911120504, 0.7254104579333216, 0.7326237089000642, 0.9309802500065416, 0.9152496249880642, 0.9094495421741158, 0.9113309171516448, 1.1118371251504868, 1.3042508328799158, 1.0691845840774477, 1.0544078750535846, 1.0376101660076529, 1.0375356669537723, 1.1183186671696603, 1.2049630829133093, 1.3741552501451224, 1.3065570830367506, 1.2925508748739958, 1.5181770420167595, 1.4459429159760475, 1.5040852911770344, 1.5074495421722531, 1.512561250012368, 1.579880999866873, 1.616754125105217, 0.42838858300819993, 0.40246383287012577, 0.44377420796081424, 0.4585354160517454, 0.4523646249435842, 0.4521192079409957, 0.45732712489552796, 0.44571029115468264, 0.449613583041355, 0.4580555830616504, 0.4828459999989718, 0.47489062510430813, 0.47268624999560416, 0.4708162918686867, 0.47090729186311364, 0.5097322498913854, 0.5114774170797318, 0.5101207920815796, 0.5110350421164185, 0.5073094579856843, 0.5084472908638418, 0.5121224999893457, 0.5519222922157496, 0.5242696669884026, 0.5414905829820782, 0.5370298749767244, 0.5314547081943601, 0.5284304590895772, 0.5627350420691073, 0.5605029589496553, 0.5605637079570442, 0.5610350409988314, 0.5960377079900354, 0.5960160000249743, 0.603522791992873, 0.5969704580493271, 0.5985174579545856, 0.6676828749477863, 0.628160250140354, 0.6218624589964747, 0.6206521668937057, 0.6492630830034614, 0.6529688339214772, 0.6622874168679118, 0.6814562908839434, 0.7091193329542875, 0.706359000178054, 0.7019027499482036, 0.7102509159594774, 0.6897479998879135, 0.7181674169842154, 0.7108532078564167, 0.6872059998568147, 0.6779770830180496, 0.6821282079908997, 0.7337496250402182, 0.7249470001552254, 0.7233762920368463, 0.7626779158599675, 0.8099212918896228, 0.7643514999654144, 0.7505420830566436]"
"Map(Map(IsObject(Face), IsObject(Face), GetRight), IsObject(Face), GetRight)",Edit,wedding,CCE,SelectRandom,TRUE,4.405551084084440,0.18855991587042800,1,1,336,1351,9.659511472982980,1.1332020997375300,0,[]
